setting,d,gamma_times_d,value_function,n_background,instance,eps,lambda_max,A_max,eta,m_certified,m_empirical,exact_threshold,certified_bound,observed_err,bound_holds,eps_holds,tightness,efficiency_residual,t_budget_s,t_quad_s,t_exact_s
"d=100, narrow",100,30.0,neutral,0,7,0.01,38.740391396929105,162.9674799658616,6.136193553520493e-05,11,8,50,0.0041398206045581525,2.6301381099713694e-06,True,True,1573.993619902803,,0.0005053340028098319,0.0017283750021306332,0.006578207998245489
"d=100, narrow",100,30.0,neutral,0,7,0.001,38.740391396929105,162.9674799658616,6.136193553520493e-06,12,9,50,0.0005407682639126775,1.853853683897455e-07,True,True,2916.99538431637,,0.0005188750001252629,0.002069416997983353,0.006578207998245489
"d=100, narrow",100,30.0,neutral,0,7,0.0001,38.740391396929105,162.9674799658616,6.136193553520493e-07,13,10,50,6.226243419655402e-05,9.817070881212864e-08,True,True,634.2261856915687,,0.0005517499994311947,0.001996208000491606,0.006578207998245489
"d=100, narrow",100,30.0,neutral,0,7,1e-06,38.740391396929105,162.9674799658616,6.136193553520492e-09,15,12,50,5.778123519741449e-07,1.1598289378911275e-07,True,True,4.981875629217865,,0.0007172919977165293,0.0025000420027936343,0.006578207998245489
"d=100, narrow",100,30.0,neutral,0,7,1e-08,38.740391396929105,162.9674799658616,6.136193553520493e-11,17,17,50,3.448631565995218e-09,1.3233113661283158e-07,False,False,0.02606062075991282,,0.0005512500028999057,0.0024487499977112748,0.006578207998245489
"d=100, narrow",100,30.0,neutral,0,8,0.1,34.89907098360006,148.7383833253081,0.0006723214127000992,9,6,50,0.06675137306713745,9.523337579397939e-05,True,True,700.92415091472,,0.0004565419985738117,0.0015242919980664738,0.006691582999337697
"d=100, narrow",100,30.0,neutral,0,8,0.01,34.89907098360006,148.7383833253081,6.723214127000991e-05,10,7,50,0.009863773469329873,8.614688642660795e-06,True,True,1144.9947732856515,,0.00049412500084145,0.001515542000561254,0.006691582999337697
"d=100, narrow",100,30.0,neutral,0,8,0.001,34.89907098360006,148.7383833253081,6.723214127000991e-06,12,8,50,0.00014023227617096195,1.7562467730103393e-07,True,True,798.4770610031827,,0.0004950830007146578,0.0017349580011796206,0.006691582999337697
"d=100, narrow",100,30.0,neutral,0,8,0.0001,34.89907098360006,148.7383833253081,6.723214127000992e-07,13,9,50,1.3677369104130796e-05,1.655418099960615e-07,True,True,82.62184099869515,,0.0005307499995979015,0.0020315420006227214,0.006691582999337697
"d=100, narrow",100,30.0,neutral,0,8,1e-06,34.89907098360006,148.7383833253081,6.7232141270009905e-09,15,11,50,8.987110398701151e-08,1.3791652765660078e-07,False,True,0.6516340391833394,,0.0005018750016461127,0.0021248340017336886,0.006691582999337697
"d=100, narrow",100,30.0,neutral,0,8,1e-08,34.89907098360006,148.7383833253081,6.723214127000991e-11,16,16,50,6.125092686502857e-09,1.2487953915396588e-07,False,False,0.04904800840873649,,0.0005164590002095792,0.00234387499949662,0.006691582999337697
"d=100, narrow",100,30.0,neutral,0,9,0.1,40.117603321746586,192.12903048006072,0.0005204835508206974,10,6,50,0.04429381164922148,2.7082588562654664e-05,True,True,1635.5087899647858,,0.00047245799942174926,0.0016568749997531995,0.006575250001333188
"d=100, narrow",100,30.0,neutral,0,9,0.01,40.117603321746586,192.12903048006072,5.204835508206974e-05,11,8,50,0.006939827787534283,2.3947588142503307e-06,True,True,2897.923476150465,,0.0004932920019200537,0.0016677909989084583,0.006575250001333188
"d=100, narrow",100,30.0,neutral,0,9,0.001,40.117603321746586,192.12903048006072,5.2048355082069735e-06,12,9,50,0.0009550159794978621,3.575019093537968e-07,True,True,2671.359101897114,,0.0005040000032749958,0.0018580419964564499,0.006575250001333188
"d=100, narrow",100,30.0,neutral,0,9,0.0001,40.117603321746586,192.12903048006072,5.204835508206974e-07,14,10,50,1.2523262908160507e-05,1.7965032483857613e-07,True,True,69.7091024990532,,0.0004941249972034711,0.0021549160010181367,0.006575250001333188
"d=100, narrow",100,30.0,neutral,0,9,1e-06,40.117603321746586,192.12903048006072,5.204835508206974e-09,16,12,50,1.0411120200813564e-07,1.8982121904875804e-07,False,True,0.5484697787205408,,0.0005701669979316648,0.0023773749999236315,0.006575250001333188
"d=100, narrow",100,30.0,neutral,0,9,1e-08,40.117603321746586,192.12903048006072,5.2048355082069737e-11,17,17,50,8.097561579654437e-09,9.620360916229309e-08,False,False,0.0841710789248463,,0.0005261249971226789,0.0025594170001568273,0.006575250001333188
"d=1000, wide",1000,1.0,neutral,0,0,0.1,2.2823250843459464,3.046205225442472,0.032827729125004916,2,1,500,0.05187045977373982,0.0011036725456776142,True,True,46.99805207340124,,0.00795500000094762,0.06033358300192049,0.5327362080024614
"d=1000, wide",1000,1.0,neutral,0,0,0.01,2.2823250843459464,3.046205225442472,0.0032827729125004916,3,2,500,0.0006596376206553308,9.970653532365148e-06,True,True,66.15791216835689,,0.0077139169989095535,0.06481274999896414,0.5327362080024614
"d=1000, wide",1000,1.0,neutral,0,0,0.001,2.2823250843459464,3.046205225442472,0.00032827729125004917,3,3,500,0.0006596376206553308,9.970653532365148e-06,True,True,66.15791216835689,,0.00864029099830077,0.010133209001651267,0.5327362080024614
"d=1000, wide",1000,1.0,neutral,0,0,0.0001,2.2823250843459464,3.046205225442472,3.2827729125004916e-05,4,3,500,4.337228197351226e-06,5.1517717397642215e-08,True,True,84.18905992814281,,0.008401499999308726,0.06497991700234707,0.5327362080024614
"d=1000, wide",1000,1.0,neutral,0,0,1e-06,2.2823250843459464,3.046205225442472,3.2827729125004915e-07,5,4,500,1.7332430505339023e-08,5.174410894204229e-08,False,True,0.3349643246297427,,0.008162917001754977,0.06641441600004327,0.5327362080024614
"d=1000, wide",1000,1.0,neutral,0,0,1e-08,2.2823250843459464,3.046205225442472,3.282772912500492e-09,6,6,500,4.646582946459165e-11,4.2469840789982616e-08,False,False,0.0010940900318974487,,0.008032707999518607,0.06846383300216985,0.5327362080024614
"d=1000, wide",1000,1.0,neutral,0,1,0.1,2.274291713062689,2.7564842900893676,0.036278095383869544,2,1,500,0.04643383099412124,0.0004975186242335561,True,True,93.3308397563088,,0.009674291999544948,0.007762084002024494,0.23631483300050604
"d=1000, wide",1000,1.0,neutral,0,1,0.01,2.274291713062689,2.7564842900893676,0.0036278095383869544,3,2,500,0.0005864990938373782,4.360642083395261e-06,True,True,134.49833364464558,,0.005808499998238403,0.007170166998548666,0.23631483300050604
"d=1000, wide",1000,1.0,neutral,0,1,0.001,2.274291713062689,2.7564842900893676,0.0003627809538386954,3,2,500,0.0005864990938373782,4.360642083395261e-06,True,True,134.49833364464558,,0.0061017090010864194,0.007880916997237364,0.23631483300050604
"d=1000, wide",1000,1.0,neutral,0,1,0.0001,2.274291713062689,2.7564842900893676,3.6278095383869545e-05,4,3,500,3.82968941024213e-06,7.081936904962394e-08,True,True,54.07686430471617,,0.005311791999702109,0.007580375000543427,0.23631483300050604
"d=1000, wide",1000,1.0,neutral,0,1,1e-06,2.274291713062689,2.7564842900893676,3.6278095383869543e-07,5,4,500,1.519770615877369e-08,5.950292361611709e-08,False,True,0.2554110829380694,,0.004421792000357527,0.008281000002170913,0.23631483300050604
"d=1000, wide",1000,1.0,neutral,0,1,1e-08,2.274291713062689,2.7564842900893676,3.6278095383869545e-09,6,6,500,4.045842806147896e-11,3.2492780820125855e-08,False,False,0.0012451512933118738,,0.004731041997729335,0.009662666998337954,0.23631483300050604
"d=1000, wide",1000,1.0,neutral,0,2,0.1,2.3547275917508297,3.346413445380895,0.029882739127178537,2,1,500,0.06266561125097146,0.0012459319548207004,True,True,50.29617468956364,,0.006367333000525832,0.005203291999350768,0.2490719170018565
"d=1000, wide",1000,1.0,neutral,0,2,0.01,2.3547275917508297,3.346413445380895,0.0029882739127178536,3,2,500,0.0008463160193603713,1.1257061567793158e-05,True,True,75.18089994121651,,0.00454024999999092,0.010433499999635387,0.2490719170018565
"d=1000, wide",1000,1.0,neutral,0,2,0.001,2.3547275917508297,3.346413445380895,0.00029882739127178536,3,3,500,0.0008463160193603713,1.1257061567793158e-05,True,True,75.18089994121651,,0.004462082997633843,0.006034042002283968,0.2490719170018565
"d=1000, wide",1000,1.0,neutral,0,2,0.0001,2.3547275917508297,3.346413445380895,2.9882739127178535e-05,4,3,500,5.9168299313108985e-06,8.188825595389915e-08,True,True,72.25492669720444,,0.004814625001017703,0.007525374996475875,0.2490719170018565
"d=1000, wide",1000,1.0,neutral,0,2,1e-06,2.3547275917508297,3.346413445380895,2.9882739127178534e-07,5,4,500,2.5152893346045083e-08,5.7784984533459927e-08,False,True,0.4352842446722557,,0.0042743330013763625,0.008256749999418389,0.2490719170018565
"d=1000, wide",1000,1.0,neutral,0,2,1e-08,2.3547275917508297,3.346413445380895,2.9882739127178536e-09,6,6,500,7.174813301281964e-11,3.4005264371722577e-08,False,False,0.0021099125190887367,,0.0044490840009530075,0.009201374999975087,0.2490719170018565
"d=1000, wide",1000,1.0,neutral,0,3,0.1,2.2138674002114156,2.4545024853498134,0.04074145395935425,2,1,500,0.03806738103367569,0.00047719113298211324,True,True,79.77386502507076,,0.004664583000703715,0.004831750000448665,0.21524649999992107
"d=1000, wide",1000,1.0,neutral,0,3,0.01,2.2138674002114156,2.4545024853498134,0.004074145395935425,3,2,500,0.0004564723102541811,3.945763707491334e-06,True,True,115.68668174111224,,0.0046117499987303745,0.006056332997104619,0.21524649999992107
"d=1000, wide",1000,1.0,neutral,0,3,0.001,2.2138674002114156,2.4545024853498134,0.0004074145395935425,3,2,500,0.0004564723102541811,3.945763707491334e-06,True,True,115.68668174111224,,0.004426416002388578,0.006090625000069849,0.21524649999992107
"d=1000, wide",1000,1.0,neutral,0,3,0.0001,2.2138674002114156,2.4545024853498134,4.0741453959354254e-05,4,3,500,2.826879123958686e-06,7.496526133535242e-08,True,True,37.70918787720647,,0.004398541997943539,0.007377332996838959,0.21524649999992107
"d=1000, wide",1000,1.0,neutral,0,3,1e-06,2.2138674002114156,2.4545024853498134,4.074145395935425e-07,5,4,500,1.0635421132435242e-08,4.981239130810028e-08,False,True,0.21350954758732402,,0.004274584000086179,0.008484624999255175,0.21524649999992107
"d=1000, wide",1000,1.0,neutral,0,3,1e-08,2.2138674002114156,2.4545024853498134,4.074145395935425e-09,6,6,500,2.6837393046904442e-11,3.100406201911321e-08,False,False,0.0008656089331249523,,0.004343583001173101,0.009174875001917826,0.21524649999992107
"d=1000, wide",1000,1.0,neutral,0,4,0.1,2.257044161529535,3.0606063605625735,0.032673264124570035,2,1,500,0.05036911816767272,0.0006927522257451912,True,True,72.70870636827017,,0.004646042001695605,0.0052114169993728865,0.2110867090013926
"d=1000, wide",1000,1.0,neutral,0,4,0.01,2.257044161529535,3.0606063605625735,0.003267326412457004,3,2,500,0.0006269318726095622,5.835966439965423e-06,True,True,107.4255445192856,,0.004599457999574952,0.005973167000774993,0.2110867090013926
"d=1000, wide",1000,1.0,neutral,0,4,0.001,2.257044161529535,3.0606063605625735,0.00032673264124570035,3,2,500,0.0006269318726095622,5.835966439965423e-06,True,True,107.4255445192856,,0.0044549170015670825,0.005918209000810748,0.2110867090013926
"d=1000, wide",1000,1.0,neutral,0,4,0.0001,2.257044161529535,3.0606063605625735,3.267326412457004e-05,4,3,500,4.032881271596178e-06,4.716121199122014e-08,True,True,85.51267241280752,,0.004566791998513509,0.007244208998599788,0.2110867090013926
"d=1000, wide",1000,1.0,neutral,0,4,1e-06,2.257044161529535,3.0606063605625735,3.2673264124570034e-07,5,4,500,1.576455393790233e-08,2.825295242550596e-08,False,True,0.5579789927961843,,0.004376834000140661,0.008808957998553524,0.2110867090013926
"d=1000, wide",1000,1.0,neutral,0,4,1e-08,2.257044161529535,3.0606063605625735,3.2673264124570036e-09,6,6,500,4.133727631457057e-11,4.727858236852622e-08,False,False,0.0008743340904842605,,0.004322749999118969,0.00939437499982887,0.2110867090013926
"d=1000, medium",1000,10.0,neutral,0,0,0.1,22.175518922273284,26.060352275849446,0.003837246670401752,7,4,500,0.02106007285392449,0.0001384503564569317,True,True,152.11281063386593,,0.004908458002319094,0.010323958002118161,0.21723850000125822
"d=1000, medium",1000,10.0,neutral,0,0,0.01,22.175518922273284,26.060352275849446,0.00038372466704017516,8,5,500,0.0022305192290458177,1.2475678712708937e-05,True,True,178.78940941093603,,0.004282750000129454,0.011683333999826573,0.21723850000125822
"d=1000, medium",1000,10.0,neutral,0,0,0.001,22.175518922273284,26.060352275849446,3.837246670401752e-05,9,7,500,0.0001936075898149909,1.000888698310387e-06,True,True,193.4356838495852,,0.004515042001003167,0.013096541999402689,0.21723850000125822
"d=1000, medium",1000,10.0,neutral,0,0,0.0001,22.175518922273284,26.060352275849446,3.8372466704017515e-06,10,8,500,1.3969721818912e-05,1.756072912084683e-07,True,True,79.55092139271231,,0.004603124998538988,0.014933750000636792,0.21723850000125822
"d=1000, medium",1000,10.0,neutral,0,0,1e-06,22.175518922273284,26.060352275849446,3.837246670401751e-08,11,10,500,8.488527057999252e-07,4.629096549829681e-08,True,True,18.337329901471964,,0.004370665999886114,0.015097542000148678,0.21723850000125822
"d=1000, medium",1000,10.0,neutral,0,0,1e-08,22.175518922273284,26.060352275849446,3.8372466704017516e-10,13,13,500,1.9589295438799606e-09,4.9126187576242764e-08,False,False,0.039875464401542354,,0.004523333001998253,0.05101149999973131,0.21723850000125822
"d=1000, medium",1000,10.0,neutral,0,1,0.1,22.114748216549195,23.88172306336569,0.004187302554956721,7,3,500,0.01893299057427609,6.206062972632931e-05,True,True,305.0724856928698,,0.004596207996655721,0.010665499998140149,0.2139200419987901
"d=1000, medium",1000,10.0,neutral,0,1,0.01,22.114748216549195,23.88172306336569,0.00041873025549567206,8,5,500,0.001996598749772805,5.485581610481516e-06,True,True,363.97211664079987,,0.004418125001393491,0.011667375001707114,0.2139200419987901
"d=1000, medium",1000,10.0,neutral,0,1,0.001,22.114748216549195,23.88172306336569,4.1873025549567206e-05,9,6,500,0.00017252181515606748,4.07906689731119e-07,True,True,422.9443142248762,,0.0043786249989352655,0.012971957999980077,0.2139200419987901
"d=1000, medium",1000,10.0,neutral,0,1,0.0001,22.114748216549195,23.88172306336569,4.187302554956721e-06,10,7,500,1.2390164889127237e-05,9.718246327117264e-08,True,True,127.49383450545392,,0.004887708000751445,0.01426812499994412,0.2139200419987901
"d=1000, medium",1000,10.0,neutral,0,1,1e-06,22.114748216549195,23.88172306336569,4.1873025549567204e-08,11,9,500,7.492640619929017e-07,6.81889459862306e-08,True,True,10.988057538595783,,0.004826042000786401,0.015901499999017688,0.2139200419987901
"d=1000, medium",1000,10.0,neutral,0,1,1e-08,22.114748216549195,23.88172306336569,4.1873025549567207e-10,13,13,500,1.7120883419845424e-09,3.509693454438467e-08,False,False,0.04878170598686852,,0.0044557499968505,0.017422459000954404,0.2139200419987901
"d=1000, medium",1000,10.0,neutral,0,2,0.1,22.810505735031313,28.69892880303022,0.003484450610903685,7,4,500,0.028200662535863102,0.00015533122320648962,True,True,181.5517959217674,,0.005235958000412211,0.01026441599969985,0.21491374999823165
"d=1000, medium",1000,10.0,neutral,0,2,0.01,22.810505735031313,28.69892880303022,0.00034844506109036846,8,5,500,0.0031215922367605663,1.3977365006467846e-05,True,True,223.33195386369962,,0.004343707998486934,0.011489291999168927,0.21491374999823165
"d=1000, medium",1000,10.0,neutral,0,2,0.001,22.810505735031313,28.69892880303022,3.484450610903685e-05,9,7,500,0.00028378435691983525,1.0776064583439826e-06,True,True,263.34693405229064,,0.0044850829981442075,0.013051999998424435,0.21491374999823165
"d=1000, medium",1000,10.0,neutral,0,2,0.0001,22.810505735031313,28.69892880303022,3.4844506109036847e-06,10,8,500,2.1481913304482324e-05,1.3356488837157343e-07,True,True,160.83503356600949,,0.004491040999710094,0.014013874999363907,0.21491374999823165
"d=1000, medium",1000,10.0,neutral,0,2,1e-06,22.810505735031313,28.69892880303022,3.4844506109036844e-08,12,10,500,7.46531641522633e-08,7.849135885695802e-08,False,True,0.9511004171594302,,0.004546707998088095,0.01600437499655527,0.21491374999823165
"d=1000, medium",1000,10.0,neutral,0,2,1e-08,22.810505735031313,28.69892880303022,3.484450610903685e-10,13,13,500,3.502294398303621e-09,3.847675434515141e-08,False,False,0.0910236442213052,,0.004795542001374997,0.01780683300239616,0.21491374999823165
"d=1000, medium",1000,10.0,neutral,0,3,0.1,21.472971736695165,21.727906830163768,0.004602376141505495,7,3,500,0.013996272173659431,5.367831355071462e-05,True,True,260.74351535720143,,0.004618166996806394,0.010835249999217922,0.2135137080003915
"d=1000, medium",1000,10.0,neutral,0,3,0.01,21.472971736695165,21.727906830163768,0.00046023761415054943,8,5,500,0.0014087873280805832,4.538146901517104e-06,True,True,310.43228847652006,,0.004442417000973364,0.011268457998085069,0.2135137080003915
"d=1000, medium",1000,10.0,neutral,0,3,0.001,21.472971736695165,21.727906830163768,4.6023761415054945e-05,9,6,500,0.00011593724737411319,3.618041757302848e-07,True,True,320.44198257275303,,0.004394708998006536,0.012961583001015242,0.2135137080003915
"d=1000, medium",1000,10.0,neutral,0,3,0.0001,21.472971736695165,21.727906830163768,4.602376141505495e-06,10,7,500,7.916834935890227e-06,1.0837470778429781e-07,True,True,73.05057700037722,,0.004334291999839479,0.013975415997265372,0.2135137080003915
"d=1000, medium",1000,10.0,neutral,0,3,1e-06,21.472971736695165,21.727906830163768,4.602376141505494e-08,11,9,500,4.546028374408092e-07,5.944896401544053e-08,True,True,7.6469429698175455,,0.004495083998335758,0.015211542002361966,0.2135137080003915
"d=1000, medium",1000,10.0,neutral,0,3,1e-08,21.472971736695165,21.727906830163768,4.6023761415054944e-10,13,13,500,9.338809978071307e-10,5.278934457359635e-08,False,False,0.017690710224771953,,0.004370749997178791,0.017322457999398466,0.2135137080003915
"d=1000, medium",1000,10.0,neutral,0,4,0.1,21.897789972053722,26.423027062534356,0.0037845777383239956,7,3,500,0.01954869201127162,7.820490561630256e-05,True,True,249.96759291780933,,0.006050665997463511,0.014164708998578135,0.21224658400024055
"d=1000, medium",1000,10.0,neutral,0,4,0.01,21.897789972053722,26.423027062534356,0.00037845777383239954,8,5,500,0.0020297318846854775,6.6478941768144395e-06,True,True,305.31952385230227,,0.005533084000489907,0.01228583299962338,0.21224658400024055
"d=1000, medium",1000,10.0,neutral,0,4,0.001,21.897789972053722,26.423027062534356,3.7845777383239955e-05,9,6,500,0.00017255384524422619,4.961579210538414e-07,True,True,347.7800875933234,,0.004883624998910818,0.013589250000222819,0.21224658400024055
"d=1000, medium",1000,10.0,neutral,0,4,0.0001,21.897789972053722,26.423027062534356,3.7845777383239957e-06,10,7,500,1.218551273905312e-05,9.744351861518119e-08,True,True,125.05206002643956,,0.005019374999392312,0.01460337500247988,0.21224658400024055
"d=1000, medium",1000,10.0,neutral,0,4,1e-06,21.897789972053722,26.423027062534356,3.7845777383239956e-08,11,9,500,7.242585258360024e-07,7.818019431837797e-08,True,True,9.26396425783441,,0.004581000001053326,0.01540466700316756,0.21224658400024055
"d=1000, medium",1000,10.0,neutral,0,4,1e-08,21.897789972053722,26.423027062534356,3.784577738323996e-10,13,13,500,1.5971122805835175e-09,5.8421183196655235e-08,False,False,0.027337896858531212,,0.008308542001032038,0.018492582999897422,0.21224658400024055
"d=1000, narrow",1000,100.0,neutral,0,0,0.1,173.40570154466045,143.14565406698586,0.0006985891444053511,20,9,500,0.058775332401996075,6.542919147886628e-05,True,True,898.3044276342707,,0.005739374999393476,0.07306320900170249,0.2430602499989618
"d=1000, narrow",1000,100.0,neutral,0,0,0.01,173.40570154466045,143.14565406698586,6.98589144405351e-05,22,14,500,0.008615065498678808,9.017079963369312e-06,True,True,955.4163358511144,,0.0050286659970879555,0.06229591699957382,0.2430602499989618
"d=1000, narrow",1000,100.0,neutral,0,0,0.001,173.40570154466045,143.14565406698586,6.98589144405351e-06,25,17,500,0.0003599250631449248,3.5380703056198115e-07,True,True,1017.2920039865401,,0.004796083001565421,0.031021208000311162,0.2430602499989618
"d=1000, narrow",1000,100.0,neutral,0,0,0.0001,173.40570154466045,143.14565406698586,6.98589144405351e-07,27,20,500,3.570399615179562e-05,9.106420201243637e-08,True,True,392.0749906414337,,0.007976333999977214,0.07008624999798485,0.2430602499989618
"d=1000, narrow",1000,100.0,neutral,0,0,1e-06,173.40570154466045,143.14565406698586,6.985891444053509e-09,30,25,500,8.392162052397939e-07,4.035540501767798e-08,True,True,20.795633320299206,,0.0045263749998412095,0.08406729100170196,0.2430602499989618
"d=1000, narrow",1000,100.0,neutral,0,0,1e-08,173.40570154466045,143.14565406698586,6.98589144405351e-11,34,34,500,3.3683847873993743e-09,6.689999538372904e-08,False,False,0.05034955186586769,,0.005019292002543807,0.0936973330026376,0.2430602499989618
"d=1000, narrow",1000,100.0,neutral,0,1,0.1,173.9114096720093,136.10512409771601,0.0007347261953797235,20,8,500,0.05742423467243746,4.3929429019845534e-05,True,True,1307.192830721645,,0.00545974999840837,0.024896040999010438,0.22583204100010335
"d=1000, narrow",1000,100.0,neutral,0,1,0.01,173.9114096720093,136.10512409771601,7.347261953797235e-05,22,14,500,0.008459088329724966,5.864546649470004e-06,True,True,1442.411295422032,,0.004771084000822157,0.02799787500043749,0.22583204100010335
"d=1000, narrow",1000,100.0,neutral,0,1,0.001,173.9114096720093,136.10512409771601,7.3472619537972345e-06,25,17,500,0.00035631477410139766,2.3688454736658926e-07,True,True,1504.170609955342,,0.005269875000522006,0.032232874997134786,0.22583204100010335
"d=1000, narrow",1000,100.0,neutral,0,1,0.0001,173.9114096720093,136.10512409771601,7.347261953797235e-07,27,20,500,3.5555198803914216e-05,5.804974673173646e-08,True,True,612.4953303969504,,0.00504575000013574,0.03372812499947031,0.22583204100010335
"d=1000, narrow",1000,100.0,neutral,0,1,1e-06,173.9114096720093,136.10512409771601,7.347261953797234e-09,30,24,500,8.436746076529987e-07,6.268481043264496e-08,True,True,13.458995916714624,,0.005412792001152411,0.03616941700238385,0.22583204100010335
"d=1000, narrow",1000,100.0,neutral,0,1,1e-08,173.9114096720093,136.10512409771601,7.347261953797234e-11,34,34,500,3.432929751746794e-09,3.940926836427938e-08,False,False,0.08710970526056268,,0.005923499997152248,0.044974625001486856,0.22583204100010335
"d=1000, narrow",1000,100.0,neutral,0,2,0.1,174.40329566078708,151.70561533404364,0.0006591713812294159,20,10,500,0.06571186950752753,7.219329479088432e-05,True,True,910.2212289641171,,0.005996709001919953,0.0292807920013729,0.2786898750018736
"d=1000, narrow",1000,100.0,neutral,0,2,0.01,174.40329566078708,151.70561533404364,6.591713812294159e-05,22,14,500,0.009726731442239133,9.722724744892774e-06,True,True,1000.4120961408954,,0.0071640000023762695,0.034259291998750996,0.2786898750018736
"d=1000, narrow",1000,100.0,neutral,0,2,0.001,174.40329566078708,151.70561533404364,6.591713812294159e-06,25,18,500,0.0004129706106340554,4.148823387617462e-07,True,True,995.3921197672657,,0.005502250001882203,0.031741540999064455,0.2786898750018736
"d=1000, narrow",1000,100.0,neutral,0,2,0.0001,174.40329566078708,151.70561533404364,6.591713812294159e-07,27,20,500,4.144483773989454e-05,8.031097621132022e-08,True,True,516.0544634751021,,0.005302458997903159,0.03489245899982052,0.2786898750018736
"d=1000, narrow",1000,100.0,neutral,0,2,1e-06,174.40329566078708,151.70561533404364,6.591713812294158e-09,30,25,500,9.924877335184804e-07,6.501546551129778e-08,True,True,15.265409940747332,,0.005930292001721682,0.03885950000039884,0.2786898750018736
"d=1000, narrow",1000,100.0,neutral,0,2,1e-08,174.40329566078708,151.70561533404364,6.591713812294159e-11,34,34,500,4.092299531877523e-09,4.5942284004896194e-08,False,False,0.08907479505027212,,0.006387707999238046,0.05504804199881619,0.2786898750018736
"d=1000, narrow",1000,100.0,neutral,0,3,0.1,170.08266085694106,127.86911123344741,0.0007820496993791763,20,8,500,0.0437555321456106,3.6277482057978094e-05,True,True,1206.134760832662,,0.006724333001329796,0.026503834000322968,0.2656579579997924
"d=1000, narrow",1000,100.0,neutral,0,3,0.01,170.08266085694106,127.86911123344741,7.820496993791763e-05,22,13,500,0.006202709186439346,4.619645901926539e-06,True,True,1342.6806552105259,,0.005785834000562318,0.027927749997616047,0.2656579579997924
"d=1000, narrow",1000,100.0,neutral,0,3,0.001,170.08266085694106,127.86911123344741,7.820496993791763e-06,24,17,500,0.000749094496582298,5.130353322446712e-07,True,True,1460.1226260671028,,0.005044666002504528,0.030096082999079954,0.2656579579997924
"d=1000, narrow",1000,100.0,neutral,0,3,0.0001,170.08266085694106,127.86911123344741,7.820496993791763e-07,26,19,500,7.723484859641465e-05,1.0232121794295779e-07,True,True,754.8272992554846,,0.0048794579997775145,0.03174333300194121,0.2656579579997924
"d=1000, narrow",1000,100.0,neutral,0,3,1e-06,170.08266085694106,127.86911123344741,7.820496993791762e-09,30,24,500,5.159671164124361e-07,4.518509782135138e-08,True,True,11.41896645775602,,0.005335208999895258,0.0371336659991357,0.2656579579997924
"d=1000, narrow",1000,100.0,neutral,0,3,1e-08,170.08266085694106,127.86911123344741,7.820496993791762e-11,33,33,500,8.116676678092749e-09,3.805889163717435e-08,False,False,0.21326623895070856,,0.0066573340009199455,0.042485459001909476,0.2656579579997924
"d=1000, narrow",1000,100.0,neutral,0,4,0.1,169.70790279958578,146.88271943712707,0.0006808152816288567,20,9,500,0.04921927072585686,4.950712355664133e-05,True,True,994.185628044919,,0.005253832998278085,0.025804665998293785,0.22761320800054818
"d=1000, narrow",1000,100.0,neutral,0,4,0.01,169.70790279958578,146.88271943712707,6.808152816288566e-05,22,14,500,0.006950474358153823,6.3635713965781715e-06,True,True,1092.2285498189337,,0.007136749998608138,0.028444666997529566,0.22761320800054818
"d=1000, narrow",1000,100.0,neutral,0,4,0.001,169.70790279958578,146.88271943712707,6.808152816288567e-06,24,17,500,0.0008359362839912059,6.779837586901039e-07,True,True,1232.973907230866,,0.005713334001484327,0.030390750001970446,0.22761320800054818
"d=1000, narrow",1000,100.0,neutral,0,4,0.0001,169.70790279958578,146.88271943712707,6.808152816288567e-07,26,20,500,8.580906398382406e-05,1.0572078593118484e-07,True,True,811.6574543787293,,0.005459791998873698,0.033536582999659004,0.22761320800054818
"d=1000, narrow",1000,100.0,neutral,0,4,1e-06,169.70790279958578,146.88271943712707,6.808152816288566e-09,30,24,500,5.677741242799813e-07,4.8681191994193185e-08,True,True,11.663110557106055,,0.005268834000162315,0.03763249999974505,0.22761320800054818
"d=1000, narrow",1000,100.0,neutral,0,4,1e-08,169.70790279958578,146.88271943712707,6.808152816288567e-11,33,33,500,8.862216483375759e-09,3.726884883342718e-08,False,False,0.23779152726142316,,0.005803083000500919,0.041231499999412335,0.22761320800054818
"d=100, interv.",100,1.0,interventional,5,0,0.1,3.0485538657004443,5.316919063176098,0.01880788456844862,3,1,50,0.0046807616579885355,1.1646336194257034e-06,True,True,4019.08512678578,,0.0022813750001660082,0.04250816700005089,0.0703271250022226
"d=100, interv.",100,1.0,interventional,5,0,0.01,3.0485538657004443,5.316919063176098,0.0018807884568448616,3,1,50,0.0046807616579885355,1.1646336194257034e-06,True,True,4019.08512678578,,0.002770333998341812,0.0045299999983399175,0.0703271250022226
"d=100, interv.",100,1.0,interventional,5,0,0.001,3.0485538657004443,5.316919063176098,0.00018807884568448617,4,2,50,5.418917083848024e-05,3.0666144941113305e-08,True,True,1767.068242276199,,0.0022103749979578424,0.04438020800080267,0.0703271250022226
"d=100, interv.",100,1.0,interventional,5,0,0.0001,3.0485538657004443,5.316919063176098,1.8807884568448618e-05,4,3,50,5.418917083848024e-05,3.0666144941113305e-08,True,True,1767.068242276199,,0.0028864589985460043,0.00498650000008638,0.0703271250022226
