d,target_lambda,gamma_times_d,instance,m_q,m_budget_eps,lambda_max,A_max,max_abs_phi,certified,observed,floor,rounding_noise,above_floor,informative,holds,holds_strict,ratio,m_over_lambda
100,40.0,29.145733740690048,30,33,12,40.006165652062116,174.69541259527023,1.0634809577971736,1.326155541988584e-31,2.2648549702353193e-14,1.7275070263167436e-13,8.637535131583718e-14,False,False,True,False,5.855366279152063e-18,0.8248728530248192
100,40.0,29.145733740690048,30,49,12,40.006165652062116,174.69541259527023,1.0634809577971736,5.712759798544633e-61,8.970602038971265e-14,1.7275070263167436e-13,8.637535131583718e-14,False,False,True,False,6.368312599005633e-48,1.2248112060065497
100,40.0,29.145733740690048,31,2,13,41.04073717382688,163.79062888688668,1.2095856184245304,591.0978429051253,1.1965279076171245,2.0472512574087887e-13,1.0236256287043943e-13,True,True,True,True,494.0109120248535,0.048732068128529385
100,40.0,29.145733740690048,31,3,13,41.04073717382688,163.79062888688668,1.2095856184245304,300.46313989939614,0.9679297104722605,2.0472512574087887e-13,1.0236256287043943e-13,True,True,True,True,310.41834613465664,0.07309810219279408
100,40.0,29.145733740690048,31,4,13,41.04073717382688,163.79062888688668,1.2095856184245304,133.02142999059973,0.5334003513066606,2.0472512574087887e-13,1.0236256287043943e-13,True,True,True,True,249.38384398274144,0.09746413625705877
100,40.0,29.145733740690048,31,7,13,41.04073717382688,163.79062888688668,1.2095856184245304,4.760797311584534,0.015306480014850798,2.0472512574087887e-13,1.0236256287043943e-13,True,True,True,True,311.03149169276463,0.17056223844985285
100,40.0,29.145733740690048,31,10,13,41.04073717382688,163.79062888688668,1.2095856184245304,0.04580584763309733,5.6731097544782116e-05,2.0472512574087887e-13,1.0236256287043943e-13,True,True,True,True,807.4204380928702,0.24366034064264694
100,40.0,29.145733740690048,31,15,13,41.04073717382688,163.79062888688668,1.2095856184245304,1.482604844039446e-06,1.174831343320193e-10,2.0472512574087887e-13,1.0236256287043943e-13,True,True,True,True,12619.72497132613,0.3654905109639704
100,40.0,29.145733740690048,31,22,13,41.04073717382688,163.79062888688668,1.2095856184245304,8.991907981018207e-15,4.263256414560601e-14,2.0472512574087887e-13,1.0236256287043943e-13,False,False,True,False,0.21091642412845513,0.5360527494138233
100,40.0,29.145733740690048,31,33,13,41.04073717382688,163.79062888688668,1.2095856184245304,4.324795390956615e-31,2.90878432451791e-14,2.0472512574087887e-13,1.0236256287043943e-13,False,False,True,False,1.486805107722584e-17,0.8040791241207349
100,40.0,29.145733740690048,31,49,13,41.04073717382688,163.79062888688668,1.2095856184245304,4.1120227864910104e-60,1.0880185641326534e-13,2.0472512574087887e-13,1.0236256287043943e-13,False,False,True,False,3.7793682222407964e-47,1.19393566914897
100,40.0,29.145733740690048,32,2,12,36.514769962154396,166.44212133808284,0.8673996599912915,535.3564793626099,0.8462501782777084,1.318944953254686e-13,6.59472476627343e-14,True,True,True,True,632.6219989130985,0.054772356557987165
100,40.0,29.145733740690048,32,3,12,36.514769962154396,166.44212133808284,0.8673996599912915,256.9231642900188,0.6177055208294713,1.318944953254686e-13,6.59472476627343e-14,True,True,True,True,415.9314683556909,0.08215853483698074
100,40.0,29.145733740690048,32,4,12,36.514769962154396,166.44212133808284,0.8673996599912915,105.48895615594932,0.2918756983197671,1.318944953254686e-13,6.59472476627343e-14,True,True,True,True,361.4174005003319,0.10954471311597433
100,40.0,29.145733740690048,32,7,12,36.514769962154396,166.44212133808284,0.8673996599912915,2.72132181090885,0.004474486403410971,1.318944953254686e-13,6.59472476627343e-14,True,True,True,True,608.1864074577014,0.19170324795295507
100,40.0,29.145733740690048,32,10,12,36.514769962154396,166.44212133808284,0.8673996599912915,0.016742057785848585,6.706170106340892e-06,1.318944953254686e-13,6.59472476627343e-14,True,True,True,True,2496.5155253098114,0.27386178278993584
100,40.0,29.145733740690048,32,15,12,36.514769962154396,166.44212133808284,0.8673996599912915,2.190236768367099e-07,3.506722690005404e-12,1.318944953254686e-13,6.59472476627343e-14,True,True,True,True,62458.22558508965,0.41079267418490373
100,40.0,29.145733740690048,32,22,12,36.514769962154396,166.44212133808284,0.8673996599912915,3.1592210680925557e-16,2.7644553313166398e-14,1.318944953254686e-13,6.59472476627343e-14,False,False,True,False,0.011428005481961972,0.6024959221378587
100,40.0,29.145733740690048,32,33,12,36.514769962154396,166.44212133808284,0.8673996599912915,1.3584740452066883e-33,1.7763568394002505e-14,1.318944953254686e-13,6.59472476627343e-14,False,False,True,False,7.647529004731665e-20,0.9037438832067882
100,40.0,29.145733740690048,32,49,12,36.514769962154396,166.44212133808284,0.8673996599912915,3.415207773031479e-64,6.861178292183467e-14,1.318944953254686e-13,6.59472476627343e-14,False,False,True,False,4.977582023953848e-51,1.3419227356706855
100,40.0,29.145733740690048,33,2,13,43.7200706461896,167.02209890232277,1.1256965172676323,640.366460495811,1.1189603757128201,2.0738966099997924e-13,1.0369483049998962e-13,True,True,True,True,572.2869856654874,0.04574558024357422
100,40.0,29.145733740690048,33,3,13,43.7200706461896,167.02209890232277,1.1256965172676323,335.07904368803895,0.9501225505791746,2.0738966099997924e-13,1.0369483049998962e-13,True,True,True,True,352.66928827631955,0.06861837036536132
100,40.0,29.145733740690048,33,4,13,43.7200706461896,167.02209890232277,1.1256965172676323,154.07301669386294,0.5654337169845841,2.0738966099997924e-13,1.0369483049998962e-13,True,True,True,True,272.48643309692045,0.09149116048714843
100,40.0,29.145733740690048,33,7,13,43.7200706461896,167.02209890232277,1.1256965172676323,6.506349687205172,0.02149488245941722,2.0738966099997924e-13,1.0369483049998962e-13,True,True,True,True,302.6929642201717,0.16010953085250976
100,40.0,29.145733740690048,33,10,13,43.7200706461896,167.02209890232277,1.1256965172676323,0.07872822297909568,0.00011250685127017768,2.0738966099997924e-13,1.0369483049998962e-13,True,True,True,True,699.7638107392688,0.2287279012178711
100,40.0,29.145733740690048,33,15,13,43.7200706461896,167.02209890232277,1.1256965172676323,4.086809200945338e-06,4.4166004187218277e-10,2.0738966099997924e-13,1.0369483049998962e-13,True,True,True,True,9253.29170287057,0.3430918518268066
100,40.0,29.145733740690048,33,22,13,43.7200706461896,167.02209890232277,1.1256965172676323,5.302959323481847e-14,4.196643033083092e-14,2.0738966099997924e-13,1.0369483049998962e-13,False,False,True,True,1.2636193456716267,0.5032013826793164
100,40.0,29.145733740690048,33,33,13,43.7200706461896,167.02209890232277,1.1256965172676323,9.285299339746103e-30,2.731148640577885e-14,2.0738966099997924e-13,1.0369483049998962e-13,False,False,True,False,3.399778101341794e-16,0.7548020740189746
100,40.0,29.145733740690048,33,49,13,43.7200706461896,167.02209890232277,1.1256965172676323,6.239810222527585e-58,1.099120794378905e-13,2.0738966099997924e-13,1.0369483049998962e-13,False,False,True,False,5.677092321825828e-45,1.1207667159675683
100,40.0,29.145733740690048,34,2,12,38.283035222351174,197.28337183843885,0.8741113150400307,665.1699005977915,0.8557137268767822,1.3300471835009375e-13,6.650235917504688e-14,True,True,True,True,777.3276035030489,0.052242461664385474
100,40.0,29.145733740690048,34,3,12,38.283035222351174,197.28337183843885,0.8741113150400307,326.9468030391717,0.631716470235411,1.3300471835009375e-13,6.650235917504688e-14,True,True,True,True,517.5530771222951,0.07836369249657821
100,40.0,29.145733740690048,34,4,12,38.283035222351174,197.28337183843885,0.8741113150400307,138.5168611465265,0.3012475357566241,1.3300471835009375e-13,6.650235917504688e-14,True,True,True,True,459.81076923541497,0.10448492332877095
100,40.0,29.145733740690048,34,7,12,38.283035222351174,197.28337183843885,0.8741113150400307,4.093722100078136,0.004666064781493784,1.3300471835009375e-13,6.650235917504688e-14,True,True,True,True,877.3393194870262,0.18284861582534917
100,40.0,29.145733740690048,34,10,12,38.283035222351174,197.28337183843885,0.8741113150400307,0.03029297376154601,1.0741248703594053e-05,1.3300471835009375e-13,6.650235917504688e-14,True,True,True,True,2820.246937528771,0.2612123083219274
100,40.0,29.145733740690048,34,15,12,38.283035222351174,197.28337183843885,0.8741113150400307,5.746740391439029e-07,6.266986929404084e-12,1.3300471835009375e-13,6.650235917504688e-14,True,True,True,True,91698.6177915242,0.39181846248289104
100,40.0,29.145733740690048,34,22,12,38.283035222351174,197.28337183843885,0.8741113150400307,1.48912716048824e-15,2.7422508708241367e-14,1.3300471835009375e-13,6.650235917504688e-14,False,False,True,False,0.054303097369086006,0.5746670783082402
100,40.0,29.145733740690048,34,33,12,38.283035222351174,197.28337183843885,0.8741113150400307,1.7081267487385726e-32,1.7430501486614958e-14,1.3300471835009375e-13,6.650235917504688e-14,False,False,True,False,9.799642024357468e-19,0.8620006174623603
100,40.0,29.145733740690048,34,49,12,38.283035222351174,197.28337183843885,0.8741113150400307,1.873456052994405e-62,6.88338275267597e-14,1.3300471835009375e-13,6.650235917504688e-14,False,False,True,False,2.7217083813421298e-49,1.279940310777444
100,40.0,29.145733740690048,35,2,12,40.2687924662137,168.4648508608711,0.8696776789785469,596.8765487298413,0.8563014756595348,1.3811174426336947e-13,6.905587213168474e-14,True,True,True,True,697.0401963515466,0.049666252139992505
100,40.0,29.145733740690048,35,3,12,40.2687924662137,168.4648508608711,0.8696776789785469,300.6860212172242,0.6628379670723292,1.3811174426336947e-13,6.905587213168474e-14,True,True,True,True,453.6342758778831,0.07449937820998875
100,40.0,29.145733740690048,35,4,12,40.2687924662137,168.4648508608711,0.8696776789785469,131.56360628760004,0.3405097771750727,1.3811174426336947e-13,6.905587213168474e-14,True,True,True,True,386.37247769821533,0.09933250427998501
100,40.0,29.145733740690048,35,7,12,40.2687924662137,168.4648508608711,0.8696776789785469,4.473315971544253,0.007364750783938945,1.3811174426336947e-13,6.905587213168474e-14,True,True,True,True,607.3954303110521,0.17383188248997375
100,40.0,29.145733740690048,35,10,12,40.2687924662137,168.4648508608711,0.8696776789785469,0.04010644318101536,1.8648180322156094e-05,1.3811174426336947e-13,6.905587213168474e-14,True,True,True,True,2150.689369587685,0.24833126069996253
100,40.0,29.145733740690048,35,15,12,40.2687924662137,168.4648508608711,0.8696776789785469,1.1236480424645786e-06,1.7956414133379894e-11,1.3811174426336947e-13,6.905587213168474e-14,True,True,True,True,62576.41609945855,0.37249689104994377
100,40.0,29.145733740690048,35,22,12,40.2687924662137,168.4648508608711,0.8696776789785469,5.410577167211981e-15,2.853273173286652e-14,1.3811174426336947e-13,6.905587213168474e-14,False,False,True,False,0.1896270296818303,0.5463287735399175
100,40.0,29.145733740690048,35,33,12,40.2687924662137,168.4648508608711,0.8696776789785469,1.7617562204207206e-31,1.7985612998927536e-14,1.3811174426336947e-13,6.905587213168474e-14,False,False,True,False,9.795363775067174e-18,0.8194931603098763
100,40.0,29.145733740690048,35,49,12,40.2687924662137,168.4648508608711,0.8696776789785469,9.297507479607038e-61,7.271960811294775e-14,1.3811174426336947e-13,6.905587213168474e-14,False,False,True,False,1.2785420220040505e-47,1.2168231774298164
100,40.0,29.145733740690048,36,2,12,40.485161307327886,160.9947808325424,1.0835241909358782,573.3875307554174,1.0719085184825758,1.851852005074761e-13,9.259260025373806e-14,True,True,True,True,534.9220767152043,0.049400815889499655
100,40.0,29.145733740690048,36,3,12,40.485161307327886,160.9947808325424,1.0835241909358782,289.59054971738345,0.8626955124554123,1.851852005074761e-13,9.259260025373806e-14,True,True,True,True,335.68106653661386,0.07410122383424948
100,40.0,29.145733740690048,36,4,12,40.485161307327886,160.9947808325424,1.0835241909358782,127.13246844595686,0.46914873448518035,1.851852005074761e-13,9.259260025373806e-14,True,True,True,True,270.98542338703203,0.09880163177899931
100,40.0,29.145733740690048,36,7,12,40.485161307327886,160.9947808325424,1.0835241909358782,4.385975084832544,0.012362494965657556,1.851852005074761e-13,9.259260025373806e-14,True,True,True,True,354.780737789304,0.17290285561324878
100,40.0,29.145733740690048,36,10,12,40.485161307327886,160.9947808325424,1.0835241909358782,0.04011789374978614,3.7505311720753554e-05,1.851852005074761e-13,9.259260025373806e-14,True,True,True,True,1069.658987198523,0.24700407944749828
100,40.0,29.145733740690048,36,15,12,40.485161307327886,160.9947808325424,1.0835241909358782,1.170835336577272e-06,7.039827054633463e-11,1.851852005074761e-13,9.259260025373806e-14,True,True,True,True,16631.592331613505,0.37050611917124743
100,40.0,29.145733740690048,36,22,12,40.485161307327886,160.9947808325424,1.0835241909358782,6.017795979524155e-15,3.8191672047105385e-14,1.851852005074761e-13,9.259260025373806e-14,False,False,True,False,0.15756827750567823,0.5434089747844962
100,40.0,29.145733740690048,36,33,12,40.485161307327886,160.9947808325424,1.0835241909358782,2.1877158438673677e-31,2.6201263381153694e-14,1.851852005074761e-13,9.259260025373806e-14,False,False,True,False,8.349657846808141e-18,0.8151134621767443
100,40.0,29.145733740690048,36,49,12,40.485161307327886,160.9947808325424,1.0835241909358782,1.3633091547617255e-60,9.681144774731365e-14,1.851852005074761e-13,9.259260025373806e-14,False,False,True,False,1.4082106883889203e-47,1.2103199892927414
100,40.0,29.145733740690048,37,2,12,38.39577220219015,176.2686071970446,1.1978301415935708,596.0448034329089,1.1800632041609596,1.9539925233402755e-13,9.769962616701378e-14,True,True,True,True,505.09566041143074,0.052089068282520884
100,40.0,29.145733740690048,37,3,12,38.39577220219015,176.2686071970446,1.1978301415935708,293.3974967586578,0.9191365658329487,1.9539925233402755e-13,9.769962616701378e-14,True,True,True,True,319.20990597602037,0.07813360242378133
100,40.0,29.145733740690048,37,4,12,38.39577220219015,176.2686071970446,1.1978301415935708,124.5408325146341,0.4762224942927804,1.9539925233402755e-13,9.769962616701378e-14,True,True,True,True,261.51816431851853,0.10417813656504177
100,40.0,29.145733740690048,37,7,12,38.39577220219015,176.2686071970446,1.1978301415935708,3.7113418253450634,0.010455946343558065,1.9539925233402755e-13,9.769962616701378e-14,True,True,True,True,354.9503510633096,0.18231173898882308
100,40.0,29.145733740690048,37,10,12,38.39577220219015,176.2686071970446,1.1978301415935708,0.027776004313461673,2.538288868692007e-05,1.9539925233402755e-13,9.769962616701378e-14,True,True,True,True,1094.2806650597963,0.2604453414126044
100,40.0,29.145733740690048,37,15,12,38.39577220219015,176.2686071970446,1.1978301415935708,5.391247150404928e-07,1.9410251184126537e-11,1.9539925233402755e-13,9.769962616701378e-14,True,True,True,True,27775.256998290795,0.3906680121189066
100,40.0,29.145733740690048,37,22,12,38.39577220219015,176.2686071970446,1.1978301415935708,1.4485475902842083e-15,3.907985046680551e-14,1.9539925233402755e-13,9.769962616701378e-14,False,False,True,False,0.0370663544763204,0.5729797511077297
100,40.0,29.145733740690048,37,33,12,38.39577220219015,176.2686071970446,1.1978301415935708,1.7658050593935355e-32,2.6201263381153694e-14,1.9539925233402755e-13,9.769962616701378e-14,False,False,True,False,6.739388989401409e-19,0.8594696266615945
100,40.0,29.145733740690048,37,49,12,38.39577220219015,176.2686071970446,1.1978301415935708,2.122234197277949e-62,1.0169642905566434e-13,1.9539925233402755e-13,9.769962616701378e-14,False,False,True,False,2.0868325633305447e-49,1.2761821729217615
100,40.0,29.145733740690048,38,2,12,40.891657420505396,153.31710077892194,0.8488603751647731,551.3564083384509,0.838392161851276,1.3944401189291966e-13,6.972200594645983e-14,True,True,True,True,657.6354520311667,0.04890973186616512
100,40.0,29.145733740690048,38,3,12,40.891657420505396,153.31710077892194,0.8488603751647731,279.78262681052587,0.6647392727632349,1.3944401189291966e-13,6.972200594645983e-14,True,True,True,True,420.8907736825986,0.07336459779924767
100,40.0,29.145733740690048,38,4,12,40.891657420505396,153.31710077892194,0.8488603751647731,123.58859268126854,0.35279834041166813,1.3944401189291966e-13,6.972200594645983e-14,True,True,True,True,350.309450257213,0.09781946373233023
100,40.0,29.145733740690048,38,7,12,40.891657420505396,153.31710077892194,0.8488603751647731,4.380205484872703,0.008361467524760191,1.3944401189291966e-13,6.972200594645983e-14,True,True,True,True,523.8560661632574,0.17118406153157792
100,40.0,29.145733740690048,38,10,12,40.891657420505396,153.31710077892194,0.8488603751647731,0.04158031314986178,2.2262238556503e-05,1.3944401189291966e-13,6.972200594645983e-14,True,True,True,True,1867.75076748586,0.2445486593308256
100,40.0,29.145733740690048,38,15,12,40.891657420505396,153.31710077892194,0.8488603751647731,1.3092319480498978e-06,2.882756533484354e-11,1.3944401189291966e-13,6.972200594645983e-14,True,True,True,True,45415.97366418747,0.3668229889962384
100,40.0,29.145733740690048,38,22,12,40.891657420505396,153.31710077892194,0.8488603751647731,7.597548389715076e-15,2.7533531010703882e-14,1.3944401189291966e-13,6.972200594645983e-14,False,False,True,False,0.27593803303911396,0.5380070505278163
100,40.0,29.145733740690048,38,33,12,40.891657420505396,153.31710077892194,0.8488603751647731,3.3911855630939433e-31,1.8207657603852567e-14,1.3944401189291966e-13,6.972200594645983e-14,False,False,True,False,1.8625051266212303e-17,0.8070105757917244
100,40.0,29.145733740690048,38,49,12,40.891657420505396,153.31710077892194,0.8488603751647731,2.8804871145311385e-60,7.382983113757291e-14,1.3944401189291966e-13,6.972200594645983e-14,False,False,True,False,3.901522013728707e-47,1.1982884307210453
100,40.0,29.145733740690048,39,2,12,35.769501062481524,143.43142239684863,0.8623717972192161,451.85575032580715,0.8430073002355566,1.3145040611561853e-13,6.572520305780927e-14,True,True,True,True,536.0045520359643,0.05591355597905701
100,40.0,29.145733740690048,39,3,12,35.769501062481524,143.43142239684863,0.8623717972192161,214.5403904479284,0.6216632616206795,1.3145040611561853e-13,6.572520305780927e-14,True,True,True,True,345.10707595719975,0.08387033396858552
100,40.0,29.145733740690048,39,4,12,35.769501062481524,143.43142239684863,0.8623717972192161,86.85746758302867,0.29729515668126694,1.3145040611561853e-13,6.572520305780927e-14,True,True,True,True,292.1590400349152,0.11182711195811403
100,40.0,29.145733740690048,39,7,12,35.769501062481524,143.43142239684863,0.8623717972192161,2.1085608250649903,0.004716264963496308,1.3145040611561853e-13,6.572520305780927e-14,True,True,True,True,447.08277448047596,0.19569744592669955
100,40.0,29.145733740690048,39,10,12,35.769501062481524,143.43142239684863,0.8623717972192161,0.01195017167003334,8.383986246141006e-06,1.3145040611561853e-13,6.572520305780927e-14,True,True,True,True,1425.3567836581058,0.2795677798952851
100,40.0,29.145733740690048,39,15,12,35.769501062481524,143.43142239684863,0.8623717972192161,1.326740589394585e-07,3.1562530367068575e-12,1.3145040611561853e-13,6.572520305780927e-14,True,True,True,True,42035.30496334563,0.4193516698429276
100,40.0,29.145733740690048,39,22,12,35.769501062481524,143.43142239684863,0.8623717972192161,1.479572907983802e-16,2.6423307986078726e-14,1.3145040611561853e-13,6.572520305780927e-14,False,False,True,False,0.005599499157196077,0.6150491157696272
100,40.0,29.145733740690048,39,33,12,35.769501062481524,143.43142239684863,0.8623717972192161,4.141119163350653e-34,1.765254609153999e-14,1.3145040611561853e-13,6.572520305780927e-14,False,False,True,False,2.3459047447751978e-20,0.9225736736544408
100,40.0,29.145733740690048,39,49,12,35.769501062481524,143.43142239684863,0.8623717972192161,5.470529931415889e-65,6.750155989720952e-14,1.3145040611561853e-13,6.572520305780927e-14,False,False,True,False,8.104301500211758e-52,1.3698821214868968
100,40.0,29.145733740690048,40,2,12,39.965676081034346,183.83217176684508,0.5141946476758832,646.5494927521087,0.5081540702288824,8.43769498715119e-14,4.218847493575595e-14,True,True,True,True,1272.3493338563446,0.05004294174693312
100,40.0,29.145733740690048,40,3,12,39.965676081034346,183.83217176684508,0.5141946476758832,324.5346517047055,0.40307278886372333,8.43769498715119e-14,4.218847493575595e-14,True,True,True,True,805.1514780235608,0.07506441262039967
100,40.0,29.145733740690048,40,4,12,39.965676081034346,183.83217176684508,0.5141946476758832,141.32821781629738,0.21367986677876177,8.43769498715119e-14,4.218847493575595e-14,True,True,True,True,661.4016563508284,0.10008588349386624
100,40.0,29.145733740690048,40,7,12,39.965676081034346,183.83217176684508,0.5141946476758832,4.707318078070736,0.005021824068126457,8.43769498715119e-14,4.218847493575595e-14,True,True,True,True,937.3721608345677,0.1751502961142659
100,40.0,29.145733740690048,40,10,12,39.965676081034346,183.83217176684508,0.5141946476758832,0.04102619378544952,1.6538012836686544e-05,8.43769498715119e-14,4.218847493575595e-14,True,True,True,True,2480.720881679354,0.2502147087346656
100,40.0,29.145733740690048,40,15,12,39.965676081034346,183.83217176684508,0.5141946476758832,1.0849137028163118e-06,1.8903933973746234e-11,8.43769498715119e-14,4.218847493575595e-14,True,True,True,True,57390.89568991507,0.3753220631019984
100,40.0,29.145733740690048,40,22,12,39.965676081034346,183.83217176684508,0.5141946476758832,4.76434691547638e-15,1.7208456881689926e-14,8.43769498715119e-14,4.218847493575595e-14,False,False,True,False,0.2768607870090735,0.5504723592162643
100,40.0,29.145733740690048,40,33,12,39.965676081034346,183.83217176684508,0.5141946476758832,1.3279474378957252e-31,1.1102230246251565e-14,8.43769498715119e-14,4.218847493575595e-14,False,False,True,False,1.1961087172949585e-17,0.8257085388243964
100,40.0,29.145733740690048,40,49,12,39.965676081034346,183.83217176684508,0.5141946476758832,5.5435077213989975e-61,4.463096558993129e-14,8.43769498715119e-14,4.218847493575595e-14,False,False,True,False,1.2420765825083577e-47,1.2260520727998614
100,40.0,29.145733740690048,41,2,13,41.59878819581107,182.1188044012451,0.7607433530481965,665.8592160167133,0.7474087299088007,1.1857181902996672e-13,5.928590951498336e-14,True,True,True,True,890.8903380055004,0.04807832359408481
100,40.0,29.145733740690048,41,3,13,41.59878819581107,182.1188044012451,0.7607433530481965,340.6082029202656,0.5699765686290014,1.1857181902996672e-13,5.928590951498336e-14,True,True,True,True,597.5828159735598,0.07211748539112722
100,40.0,29.145733740690048,41,4,13,41.59878819581107,182.1188044012451,0.7607433530481965,152.04441663798607,0.2859780427669218,1.1857181902996672e-13,5.928590951498336e-14,True,True,True,True,531.6646521771796,0.09615664718816962
100,40.0,29.145733740690048,41,7,13,41.59878819581107,182.1188044012451,0.7607433530481965,5.641167874043359,0.0068916177380324295,1.1857181902996672e-13,5.928590951498336e-14,True,True,True,True,818.5549588613607,0.16827413257929685
100,40.0,29.145733740690048,41,10,13,41.59878819581107,182.1188044012451,0.7607433530481965,0.05704274675792639,2.6018120167781156e-05,1.1857181902996672e-13,5.928590951498336e-14,True,True,True,True,2192.4238334698657,0.24039161797042405
100,40.0,29.145733740690048,41,15,13,41.59878819581107,182.1188044012451,0.7607433530481965,2.044512281528191e-06,7.115739941720989e-11,1.1857181902996672e-13,5.928590951498336e-14,True,True,True,True,28732.25129463785,0.36058742695563606
100,40.0,29.145733740690048,41,22,13,41.59878819581107,182.1188044012451,0.7607433530481965,1.460187996335549e-14,2.375877272697835e-14,1.1857181902996672e-13,5.928590951498336e-14,False,False,True,False,0.6145889828212757,0.528861559534933
100,40.0,29.145733740690048,41,33,13,41.59878819581107,182.1188044012451,0.7607433530481965,9.26333540611871e-31,1.587618925213974e-14,1.1857181902996672e-13,5.928590951498336e-14,False,False,True,False,5.834734808839741e-17,0.7932923393023994
100,40.0,29.145733740690048,41,49,13,41.59878819581107,182.1188044012451,0.7607433530481965,1.3382093357285619e-59,6.228351168147128e-14,1.1857181902996672e-13,5.928590951498336e-14,False,False,True,False,2.1485772070341784e-46,1.177918928055078
100,40.0,29.145733740690048,42,2,12,40.175113169388354,160.51348058595252,0.6230131802883782,567.4174857659513,0.614303813612197,1.0125233984581428e-13,5.062616992290714e-14,True,True,True,True,923.675668606797,0.049782062630850554
100,40.0,29.145733740690048,42,3,12,40.175113169388354,160.51348058595252,0.6230131802883782,285.5279728247006,0.48000334189730315,1.0125233984581428e-13,5.062616992290714e-14,True,True,True,True,594.8458018981655,0.07467309394627583
100,40.0,29.145733740690048,42,4,12,40.175113169388354,160.51348058595252,0.6230131802883782,124.74960635788958,0.24898496390144975,1.0125233984581428e-13,5.062616992290714e-14,True,True,True,True,501.0326905012082,0.09956412526170111
100,40.0,29.145733740690048,42,7,12,40.175113169388354,160.51348058595252,0.6230131802883782,4.214828434094086,0.0053219498418920486,1.0125233984581428e-13,5.062616992290714e-14,True,True,True,True,791.9707173706919,0.17423721920797694
100,40.0,29.145733740690048,42,10,12,40.175113169388354,160.51348058595252,0.6230131802883782,0.037461048585376175,1.3476231669889982e-05,1.0125233984581428e-13,5.062616992290714e-14,True,True,True,True,2779.786627524043,0.24891031315425277
100,40.0,29.145733740690048,42,15,12,40.175113169388354,160.51348058595252,0.6230131802883782,1.03103366749454e-06,3.111719215631581e-11,1.0125233984581428e-13,5.062616992290714e-14,True,True,True,True,33133.89146151712,0.3733654697313792
100,40.0,29.145733740690048,42,22,12,40.175113169388354,160.51348058595252,0.6230131802883782,4.825722946034177e-15,2.098321516541546e-14,1.0125233984581428e-13,5.062616992290714e-14,False,False,True,False,0.22998014879950024,0.5476026889393562
100,40.0,29.145733740690048,42,33,12,40.175113169388354,160.51348058595252,0.6230131802883782,1.4978110457890606e-31,1.3655743202889425e-14,1.0125233984581428e-13,5.062616992290714e-14,False,False,True,False,1.0968359784856953e-17,0.8214040334090341
100,40.0,29.145733740690048,42,49,12,40.175113169388354,160.51348058595252,0.6230131802883782,7.353562478222864e-61,5.306866057708248e-14,1.0125233984581428e-13,5.062616992290714e-14,False,False,True,False,1.3856695078146508e-47,1.2196605344558387
100,40.0,29.145733740690048,43,2,12,38.34078732433586,152.36266931904999,1.309392172127447,514.4790498004919,1.290797353079764,2.1271873151818e-13,1.0635936575909e-13,True,True,True,True,398.5746086114727,0.05216376969730483
100,40.0,29.145733740690048,43,3,12,38.34078732433586,152.36266931904999,1.309392172127447,253.06779511901576,1.007891408889412,2.1271873151818e-13,1.0635936575909e-13,True,True,True,True,251.0863699075174,0.07824565454595725
100,40.0,29.145733740690048,43,4,12,38.34078732433586,152.36266931904999,1.309392172127447,107.32183072241475,0.52311021049073,2.1271873151818e-13,1.0635936575909e-13,True,True,True,True,205.161032168988,0.10432753939460966
100,40.0,29.145733740690048,43,7,12,38.34078732433586,152.36266931904999,1.309392172127447,3.185312613261991,0.01143278056511532,2.1271873151818e-13,1.0635936575909e-13,True,True,True,True,278.61224092599923,0.18257319394056692
100,40.0,29.145733740690048,43,10,12,38.34078732433586,152.36266931904999,1.309392172127447,0.02370808200338548,2.68745799216763e-05,2.1271873151818e-13,1.0635936575909e-13,True,True,True,True,882.1749799431541,0.26081884848652415
100,40.0,29.145733740690048,43,15,12,38.34078732433586,152.36266931904999,1.309392172127447,4.550646016084077e-07,1.5311085732605534e-11,2.1271873151818e-13,1.0635936575909e-13,True,True,True,True,29721.249658953348,0.3912282727297862
100,40.0,29.145733740690048,43,22,12,38.34078732433586,152.36266931904999,1.309392172127447,1.2012961580270927e-15,4.196643033083092e-14,2.1271873151818e-13,1.0635936575909e-13,False,False,True,False,0.02862516893995991,0.5738014666703531
100,40.0,29.145733740690048,43,33,12,38.34078732433586,152.36266931904999,1.309392172127447,1.4216226370884218e-32,2.864375403532904e-14,2.1271873151818e-13,1.0635936575909e-13,False,False,True,False,4.963115642366572e-19,0.8607022000055298
100,40.0,29.145733740690048,43,49,12,38.34078732433586,152.36266931904999,1.309392172127447,1.634083614658733e-62,1.1124434706744069e-13,2.1271873151818e-13,1.0635936575909e-13,False,False,True,False,1.4689138439260085e-49,1.2780123575839684
100,40.0,29.145733740690048,44,2,12,40.07852598786233,186.3964011142548,0.9449946965366673,657.3716797487622,0.9343704544452929,1.5787371410169726e-13,7.893685705084863e-14,True,True,True,True,703.5450196667698,0.04990203483545514
100,40.0,29.145733740690048,44,3,12,40.07852598786233,186.3964011142548,0.9449946965366673,330.4129525895039,0.7517417917207163,1.5787371410169726e-13,7.893685705084863e-14,True,True,True,True,439.5298441945042,0.07485305225318271
100,40.0,29.145733740690048,44,4,12,40.07852598786233,186.3964011142548,0.9449946965366673,144.14286354829378,0.40942176177409983,1.5787371410169726e-13,7.893685705084863e-14,True,True,True,True,352.06448949781327,0.09980406967091028
