d,instance,m_q,exact_threshold,n_train,n_informative,gamma_scale,certified_error,observed_error,rounding_floor,above_floor,informative,holds,holds_strict
100,14,16,50,300,30,10.0,4.5212434002442046e-13,2.2870594307278225e-14,9.85878045867139e-14,False,True,True,True
100,15,1,50,300,30,10.0,345.44382637955385,0.9812884078424962,7.682743330406083e-14,True,True,True,True
100,15,2,50,300,30,10.0,137.91912134702693,0.6651773312605036,7.682743330406083e-14,True,True,True,True
100,15,3,50,300,30,10.0,41.22943219350294,0.2113654301963911,7.682743330406083e-14,True,True,True,True
100,15,4,50,300,30,10.0,9.116015404749444,0.038308785646836596,7.682743330406083e-14,True,True,True,True
100,15,5,50,300,30,10.0,1.5038052443972032,0.004455109543395119,7.682743330406083e-14,True,True,True,True
100,15,6,50,300,30,10.0,0.18856736573062416,0.000351410762460036,7.682743330406083e-14,True,True,True,True
100,15,8,50,300,30,10.0,0.0014190731387480591,7.683782040635023e-07,7.682743330406083e-14,True,True,True,True
100,15,10,50,300,30,10.0,4.561649877779765e-06,4.806045006411352e-10,7.682743330406083e-14,True,True,True,True
100,15,12,50,300,30,10.0,7.1338033961893755e-09,1.0869083411080283e-13,7.682743330406083e-14,True,True,True,True
100,15,16,50,300,30,10.0,2.9376729519478744e-15,1.865174681370263e-14,7.682743330406083e-14,False,False,True,False
100,16,1,50,300,30,10.0,410.2762534663445,1.001705917033605,7.771561172376096e-14,True,True,True,True
100,16,2,50,300,30,10.0,169.99209934726127,0.7088939807434524,7.771561172376096e-14,True,True,True,True
100,16,3,50,300,30,10.0,53.67183791818057,0.2352793474561352,7.771561172376096e-14,True,True,True,True
100,16,4,50,300,30,10.0,12.73538204055605,0.04533216097051829,7.771561172376096e-14,True,True,True,True
100,16,5,50,300,30,10.0,2.2836526790566807,0.005728654821297585,7.771561172376096e-14,True,True,True,True
100,16,6,50,300,30,10.0,0.3143031423539409,0.0004819621100720095,7.771561172376096e-14,True,True,True,True
100,16,8,50,300,30,10.0,0.0029063476306629824,1.3570992662970127e-06,7.771561172376096e-14,True,True,True,True
100,16,10,50,300,30,10.0,1.1669382746502869e-05,1.1331322546936917e-09,7.771561172376096e-14,True,True,True,True
100,16,12,50,300,30,10.0,2.3014147295432106e-08,4.062306047103448e-13,7.771561172376096e-14,True,True,True,True
100,16,16,50,300,30,10.0,1.5312288618179825e-14,1.8207657603852567e-14,7.771561172376096e-14,False,False,True,False
100,17,1,50,300,30,10.0,387.1378556034237,0.9794934112424457,7.083222897108499e-14,True,True,True,True
100,17,2,50,300,30,10.0,159.84238011968026,0.6413086022691299,7.083222897108499e-14,True,True,True,True
100,17,3,50,300,30,10.0,50.206734955901666,0.18894297671529303,7.083222897108499e-14,True,True,True,True
100,17,4,50,300,30,10.0,11.833599989020868,0.030798900009950225,7.083222897108499e-14,True,True,True,True
100,17,5,50,300,30,10.0,2.1051642140237443,0.003120888940179034,7.083222897108499e-14,True,True,True,True
100,17,6,50,300,30,10.0,0.28717304852786196,0.00020975913728787932,7.083222897108499e-14,True,True,True,True
